nome,idade,fase,iaa,inde,ponto_virada,sexo,ips,pedra,ipp,ida,bolsista_encoded,pedra_encoded,ian,ieg,ipv,corraca,diff_fase,na_fase,ponto_virada_encoded,cg,cf,ct
ALUNO-314,13.0,2,6.41668,6.40785501494477,Não,F,5.625,Ágata,6.25,4.666666666666667,0,2,5.0,8.671215074723847,7.055553333333333,B,-1.0,0,0,660.0,120.0,15.0
ALUNO-316,11.0,2,7.41668,6.4275009999999995,Não,M,7.5,Ágata,8.125,0,0,2,10,7.7,7.916665,R,0.0,1,0,764.0,111.0,12.0
ALUNO-316,13.0,3,6.66667,5.671800072463768,Não,M,7.5,Quartzo,6.25,3.0,0,1,10.0,5.095108695652174,5.055556666666665,R,0.0,1,0,764.0,111.0,12.0
ALUNO-317,11.0,0,9.50002,7.412495022283378,Sim,F,7.5,Ametista,5.625,7.583333333333334,0,3,5.0,6.999961778083552,8.66667,B,-2.0,0,1,352.0,104.0,6.0
ALUNO-320,11.0,2,10.00002,8.226391777777778,Não,M,7.5,Topázio,6.875,7.5,0,4,10.0,8.222222222222223,8.222226666666668,R,0.0,1,0,78.0,8.0,1.0
ALUNO-322,11.0,1,9.50002,6.350000444444445,Não,F,7.5,Ágata,5.833333333333334,3.666666666666667,0,2,5.0,7.222222222222222,6.944436666666666,B,-1.0,0,0,669.0,162.0,13.0
ALUNO-323,11.0,1,8.000020000000001,6.053335000000001,Não,M,5,Quartzo,2.5,4.5,1,1,5,9.1,6.416665,B,-1.0,0,0,678.0,163.0,14.0
ALUNO-323,12.0,1,7.4,4.976,Não,M,4.4,Quartzo,3.8,3.3,1,1,5.0,7.1,4.3,B,-2.0,0,0,678.0,163.0,14.0
ALUNO-323,13.0,1,6.91668,6.322731276895944,Não,M,5.0,Ágata,6.041666666666667,5.083333333333334,1,2,5.0,9.217813051146384,5.833336666666666,B,-2.0,0,0,678.0,163.0,14.0
ALUNO-325,9.0,0,0.0,3.898064782135077,Não,M,4.375,Quartzo,5.0,1.666666666666667,0,1,5.0,4.302832244008714,6.333325,R,-1.0,0,0,856.0,190.0,9.0
ALUNO-326,9.0,0,8.500020000000001,8.15362222793149,Sim,M,7.5,Topázio,5.625,9.45,0,4,5.0,8.922266139657445,9.083335,R,-1.0,0,1,97.0,27.0,5.0
ALUNO-327,8.0,0,8.500020000000001,8.538335,Sim,M,7.5,Topázio,6.25,9.15,0,4,10.0,9.0,8.416665,R,0.0,1,1,30.0,5.0,1.0
ALUNO-330,10.0,1,8.000020000000001,7.680002,Não,M,7.5,Ametista,7.5,8.5,0,3,5,7.9,8,R,-1.0,0,0,152.0,23.0,1.0
ALUNO-330,12.0,3,8.33334,7.958056222222224,Não,M,7.5,Ametista,8.125,6.611111111111112,0,3,10.0,8.575000000000001,7.625,R,0.0,1,0,152.0,23.0,1.0
ALUNO-331,8.0,0,9.0,8.923,Sim,M,7.5,Topázio,8.4,7.3,0,4,10.0,10.0,9.8,R,0.0,1,1,26.0,4.0,2.0
ALUNO-331,9.0,1,9.50002,8.622225333333333,Não,M,5.625,Topázio,6.041666666666667,9.25,1,4,10.0,10.0,8.277783333333332,R,0.0,1,0,26.0,4.0,2.0
ALUNO-332,12.0,1,9.500020000000001,8.258057333333333,Não,F,7.5,Ametista,7.291666666666667,10,0,3,5,9.2,7.444443333333333,B,-2.0,0,0,12.0,1.0,1.0
ALUNO-332,13.0,1,9.0,8.342,Sim,F,7.5,Topázio,8.3,7.4,0,4,5.0,9.6,9.8,B,-1.0,0,1,12.0,1.0,1.0
ALUNO-332,14.0,2,9.50002,8.750002666666667,Não,F,7.5,Topázio,6.666666666666666,8.75,0,4,10.0,10.0,8.166670000000002,B,0.0,1,0,12.0,1.0,1.0
ALUNO-333,8.0,0,10.00002,7.523491593073594,Não,M,5.625,Ametista,5.3125,7.683333333333334,0,3,10.0,7.132034632034632,7.33333,R,0.0,1,0,301.0,84.0,8.0
ALUNO-334,8.0,0,0.0,6.252917,Não,F,8.125,Ágata,5.9375,5.9,0,2,10.0,5.0,8.333335,B,0.0,1,0,695.0,176.0,10.0
ALUNO-336,9.0,0,9.0,7.533,Não,F,6.3,Ametista,7.5,6.9,0,3,5.0,10.0,6.9,B,-1.0,0,0,441.0,129.0,6.0
ALUNO-336,11.0,0,9.000020000000001,7.172291906282801,Não,F,7.5,Ametista,5.625,6.25,0,3,5.0,8.215624531414004,7.833325,B,-2.0,0,0,441.0,129.0,6.0
ALUNO-337,14.0,5,8.33334,8.952223333333334,Sim,F,10,Topázio,9.166666666666666,7,1,4,10,9.9,9.111113333333332,A,1.0,0,1,449.0,12.0,12.0
ALUNO-337,15.0,5,7.5,7.661,Não,F,7.5,Ametista,8.8,7.3,1,3,5.0,8.1,8.5,A,-1.0,0,0,449.0,12.0,12.0
ALUNO-337,16.0,6,0.0,7.123577106726749,Sim,F,8.125,Ametista,8.75,7.98888888888889,1,3,5.0,7.580379978078188,9.111116666666666,A,-1.0,0,1,449.0,12.0,12.0
ALUNO-340,14.0,3,8.33334,7.595277333333334,Não,M,7.5,Ametista,8.541666666666666,7,0,3,5,9.4,6.888883333333333,B,-1.0,0,0,756.0,47.0,3.0
ALUNO-340,15.0,3,8.8,7.800,Sim,M,7.5,Ametista,8.3,7.0,0,3,5.0,8.1,9.1,B,-2.0,0,1,756.0,47.0,3.0
ALUNO-340,16.0,5,8.33334,5.717800478632479,Não,M,7.5,Quartzo,6.875,2.494444444444444,0,1,5.0,6.073717948717948,6.166670000000001,B,-1.0,0,0,756.0,47.0,3.0
ALUNO-342,11.0,2,9.000020000000001,8.133752000000001,Não,F,5.625,Ametista,5.3125,8,1,3,10,9.2,8.5,B,0.0,1,0,481.0,61.0,13.0
ALUNO-342,12.0,2,8.5,7.392,Não,F,7.5,Ametista,7.5,7.6,1,3,5.0,6.7,8.4,B,-1.0,0,0,481.0,61.0,13.0
ALUNO-342,13.0,3,0.0,7.024874570707071,Sim,F,4.375,Ágata,8.75,6.277777777777778,1,2,10.0,8.825757575757576,8.458337499999999,B,0.0,1,1,481.0,61.0,13.0
ALUNO-345,8.0,0,8.500020000000001,8.5,Não,F,7.5,Topázio,7.5,10,0,4,10,10,5.74999,R,0.0,1,0,755.0,179.0,17.0
ALUNO-345,9.0,1,9.5,6.764,Não,F,7.5,Ágata,7.7,4.2,0,2,10.0,5.0,7.3,R,0.0,1,0,755.0,179.0,17.0
ALUNO-345,10.0,1,9.000020000000001,5.72210322705314,Não,F,7.5,Quartzo,5.416666666666667,1.333333333333333,0,1,5.0,7.041062801932369,6.777776666666666,R,-1.0,0,0,755.0,179.0,17.0
ALUNO-347,8.0,0,10.00002,7.387203380952382,Não,F,5.0,Ametista,4.0625,6.833333333333334,0,3,10.0,8.571428571428571,6.999995,B,0.0,1,0,366.0,110.0,5.0
ALUNO-348,9.0,0,9.500020000000001,7.79167,Não,M,6.25,Ametista,2.5,9.5,0,3,5,10,7.83334,R,-1.0,0,0,630.0,153.0,13.0
ALUNO-348,10.0,1,10.0,7.558,Não,M,7.5,Ametista,7.7,6.4,0,3,5.0,8.8,7.5,R,-1.0,0,0,630.0,153.0,13.0
ALUNO-348,11.0,1,8.500020000000001,6.589433478260871,Não,M,7.5,Ágata,6.041666666666667,3.666666666666667,0,2,5.0,8.815217391304348,6.94444,R,-1.0,0,0,630.0,153.0,13.0
ALUNO-350,8.0,0,9.50002,8.480834141954665,Sim,F,7.5,Topázio,5.625,9.066666666666666,0,4,10.0,8.608324043106652,8.41667,R,0.0,1,1,37.0,8.0,2.0
ALUNO-351,11.0,2,8.000020000000001,8.062502666666667,Não,M,5.0,Topázio,6.458333333333334,7.75,0,4,10.0,10.0,7.833336666666667,B,0.0,1,0,129.0,17.0,3.0
ALUNO-352,14.0,4,7.5,5.783,Não,F,7.5,Ágata,7.2,3.5,0,2,10.0,3.6,5.7,B,0.0,1,0,623.0,56.0,12.0
ALUNO-352,15.0,4,8.75001,6.607060641870514,Não,F,7.5,Ágata,7.1875,4.666666666666667,0,2,5.0,6.7748840426859,7.3749975,B,-1.0,0,0,623.0,56.0,12.0
ALUNO-356,9.0,0,10.00002,6.602085000000001,Não,M,4.375,Ágata,5.3125,7.916666666666666,0,2,5.0,5.833333333333334,6.916665,R,-1.0,0,0,626.0,169.0,9.0
ALUNO-357,13.0,3,8.3,6.854,Não,F,7.5,Ágata,7.3,5.9,0,2,10.0,5.3,6.6,R,0.0,1,0,666.0,88.0,14.0
ALUNO-357,14.0,3,9.16668,6.361110611111111,Não,F,7.5,Ágata,7.5,5.111111111111111,0,2,5.0,5.694444444444445,6.4166575,R,-1.0,0,0,666.0,88.0,14.0
ALUNO-358,inf,7,7.91667,6.112499666666667,Não,F,5.0,Ágata,6.875,3.5,0,2,5.0,8.333333333333334,6.33333,R,-1.0,0,0,706.0,14.0,8.0
ALUNO-359,10.0,2,8.500020000000001,8.175279333333334,Não,M,7.5,Ametista,7.708333333333334,7,0,3,10,9.3,7.722219999999999,B,0.0,1,0,162.0,26.0,1.0
ALUNO-359,11.0,2,8.0,7.326,Sim,M,7.5,Ametista,8.5,8.0,0,3,5.0,5.0,9.1,B,-1.0,0,1,162.0,26.0,1.0
ALUNO-359,12.0,3,8.33334,7.925542577808901,Não,M,7.5,Ametista,8.28125,6.944444444444444,0,3,10.0,7.709305944600063,7.9166675,B,0.0,1,0,162.0,26.0,1.0
ALUNO-360,13.0,3,6.66667,5.938541333333333,Não,M,5.625,Quartzo,7.34375,3.833333333333333,0,1,10.0,5.083333333333334,5.95833,R,0.0,1,0,734.0,106.0,3.0
ALUNO-362,13.0,3,7.5,7.992900671071327,Não,M,7.5,Ametista,8.28125,6.111111111111112,0,3,10.0,9.171099744245524,8.041667499999999,R,0.0,1,0,145.0,22.0,5.0
ALUNO-363,8.0,0,10.0,8.231,Não,F,7.5,Ametista,7.8,6.5,0,3,10.0,8.3,8.7,R,0.0,1,0,348.0,102.0,3.0
ALUNO-363,9.0,0,10.00002,7.420353564102564,Não,F,7.5,Ametista,4.0625,7.833333333333334,0,3,5.0,8.737179487179487,7.249995,R,-1.0,0,0,348.0,102.0,3.0
ALUNO-364,9.0,1,9.000020000000001,7.813335,Não,M,4.375,Ametista,5.625,7.5,0,3,10,9.9,7.166665,R,0.0,1,0,683.0,126.0,12.0
ALUNO-364,10.0,2,0.0,6.306,Não,M,4.4,Ágata,7.1,4.7,0,2,10.0,7.5,8.6,R,0.0,1,0,683.0,126.0,12.0
ALUNO-364,11.0,2,7.416679999999999,6.312788373897707,Não,M,4.375,Ágata,6.041666666666667,5.0,0,2,10.0,6.869488536155202,5.77778,R,0.0,1,0,683.0,126.0,12.0
ALUNO-365,15.0,5,9.58335,8.396044333333334,Sim,F,5,Ametista,8.59375,6.666666666666667,1,3,10,9.6,9.125005000000002,B,0.0,1,1,731.0,15.0,7.0
ALUNO-365,16.0,6,9.2,7.376,Não,F,5.0,Ametista,6.9,6.5,1,3,10.0,6.9,7.9,B,0.0,1,0,731.0,15.0,7.0
ALUNO-365,17.0,7,8.75001,5.951307967320262,Não,F,5.625,Quartzo,5.625,5.011111111111111,1,1,10.0,4.46764705882353,5.277776666666666,B,0.0,1,0,731.0,15.0,7.0
ALUNO-366,14.0,3,5.41666,5.557388706349206,Não,M,6.25,Quartzo,7.34375,3.055555555555556,0,1,5.0,6.851190476190476,5.8749925,B,-1.0,0,0,781.0,116.0,14.0
ALUNO-369,17.0,5,8.75001,6.487826797385621,Não,F,7.5,Ágata,5.416666666666667,5.0,0,2,5.0,7.605800653594771,6.499995,B,-2.0,0,0,645.0,39.0,13.0
ALUNO-370,13.0,3,8.75001,8.613335,Sim,M,7.5,Topázio,8.75,6.5,0,4,10,9.9,9.166669999999998,R,0.0,1,1,237.0,20.0,4.0
ALUNO-370,14.0,3,7.9,8.196,Não,M,6.3,Ametista,9.0,9.1,0,3,5.0,8.9,8.9,R,-1.0,0,0,237.0,20.0,4.0
ALUNO-370,15.0,4,8.33334,7.692119104617605,Sim,M,5.625,Ametista,8.125,8.555555555555555,0,3,5.0,7.780032467532467,8.5833375,R,-1.0,0,1,237.0,20.0,4.0
ALUNO-373,14.0,3,8.75001,6.216666833333334,Não,F,5.625,Ágata,8.125,5.666666666666667,0,2,5,5,6.6666625,R,-1.0,0,0,757.0,48.0,4.0
ALUNO-373,15.0,4,9.2,4.712,Não,F,5.6,Quartzo,7.2,1.5,0,1,5.0,4.4,4.2,R,-1.0,0,0,757.0,48.0,4.0
ALUNO-373,16.0,5,8.75001,5.711969322455323,Não,F,5.0,Quartzo,7.03125,2.911111111111111,0,1,5.0,6.646998834498834,6.111106666666666,R,-1.0,0,0,757.0,48.0,4.0
ALUNO-375,10.0,2,9.000020000000001,9.335420000000001,Sim,F,7.5,Topázio,9.6875,9.5,1,4,10,9.5,9.58334,R,0.0,1,1,95.0,16.0,2.0
ALUNO-375,11.0,2,9.5,8.858,Não,F,7.5,Topázio,7.5,8.1,1,4,10.0,10.0,8.9,R,0.0,1,0,95.0,16.0,2.0
ALUNO-375,12.0,3,9.16668,8.155073214424952,Sim,F,5.625,Topázio,8.59375,6.688888888888887,1,4,10.0,8.893762183235868,8.5,R,0.0,1,1,95.0,16.0,2.0
ALUNO-377,11.0,3,9.583350000000001,7.412223000000001,Não,M,4.375,Ametista,8.541666666666666,6,1,3,10,6.7,8.111106666666666,R,1.0,0,0,510.0,65.0,11.0
ALUNO-377,12.0,3,8.8,7.110,Não,M,5.6,Ametista,7.5,4.2,1,3,10.0,7.5,7.9,R,0.0,1,0,510.0,65.0,11.0
ALUNO-377,13.0,3,7.08333,6.94278506049506,Não,M,5.0,Ágata,7.65625,4.722222222222222,1,2,10.0,8.08025308025308,7.04166,R,0.0,1,0,510.0,65.0,11.0
ALUNO-378,15.0,5,7.91667,7.9691670000000006,Não,M,3.75,Ametista,8.125,7,1,3,10,9.7,8.25,R,0.0,1,0,344.0,6.0,2.0
ALUNO-378,16.0,6,6.7,7.441,Não,M,4.4,Ametista,7.8,7.7,1,3,10.0,7.8,7.3,R,0.0,1,0,344.0,6.0,2.0
ALUNO-378,17.0,7,7.91667,7.427454954248366,Não,M,5.625,Ametista,8.28125,5.188888888888889,1,3,10.0,8.648039215686275,7.388886666666666,R,0.0,1,0,344.0,6.0,2.0
ALUNO-381,9.0,0,9.500020000000001,6.443336,Não,M,2.5,Ágata,2.5,8.5,0,2,5,9.8,4.16667,B,-1.0,0,0,503.0,144.0,6.0
ALUNO-381,10.0,0,9.5,7.052,Não,M,6.3,Ametista,7.8,6.1,0,3,5.0,8.3,6.6,B,-2.0,0,0,503.0,144.0,6.0
ALUNO-381,11.0,0,9.000020000000001,6.953207128205129,Não,M,5.625,Ágata,5.625,8.0,0,2,5.0,6.891025641025642,7.25,B,-2.0,0,0,503.0,144.0,6.0
ALUNO-386,9.0,0,8.500020000000001,6.655769897435897,Não,F,4.375,Ágata,5.625,4.916666666666666,0,2,5.0,8.69551282051282,7.91666,R,-1.0,0,0,604.0,166.0,9.0
ALUNO-387,13.0,2,9.000020000000001,6.289445333333333,Não,M,4.375,Ágata,6.875,6,0,2,5,5.6,7.222216666666665,B,-1.0,0,0,814.0,73.0,9.0
ALUNO-387,14.0,3,7.9,6.190,Não,M,5.0,Ágata,7.3,6.6,0,2,5.0,5.8,5.9,B,-1.0,0,0,814.0,73.0,9.0
ALUNO-387,15.0,4,7.5,5.159305551302499,Não,M,6.25,Quartzo,6.5625,3.222222222222222,0,1,5.0,5.126395534290271,4.79166,B,-1.0,0,0,814.0,73.0,9.0
ALUNO-388,12.0,2,8.000020000000001,7.0419453333333335,Não,F,7.5,Ágata,6.875,5.5,0,2,5,8.8,7.222216666666665,R,-1.0,0,0,651.0,116.0,11.0
ALUNO-388,13.0,2,9.5,6.007,Não,F,7.5,Ágata,7.5,3.8,0,2,5.0,3.8,7.7,R,-1.0,0,0,651.0,116.0,11.0
ALUNO-388,14.0,2,9.50002,6.445768751322752,Não,F,7.5,Ágata,5.833333333333334,2.5,0,2,5.0,8.756613756613756,7.055553333333332,R,-2.0,0,0,651.0,116.0,11.0
ALUNO-391,9.0,0,9.50002,8.057507539961014,Sim,F,5.625,Ametista,5.625,9.0,0,3,5.0,9.245857699805068,9.16667,P,-1.0,0,1,131.0,37.0,1.0
ALUNO-392,8.0,0,8.500020000000001,7.22724271539961,Não,F,5.625,Ametista,5.625,5.666666666666667,0,3,10.0,8.094541910331383,7.499995,P,0.0,1,0,417.0,124.0,6.0
ALUNO-394,15.0,4,7.5,5.934999666666666,Não,F,5,Quartzo,6.25,6.333333333333333,1,1,5,5.3,6.166665,B,-1.0,0,0,468.0,38.0,9.0
ALUNO-394,16.0,4,7.1,6.053,Não,F,6.9,Ágata,7.2,5.2,1,2,5.0,5.3,6.7,B,-2.0,0,0,468.0,38.0,9.0
ALUNO-394,17.0,4,7.5,7.056350274891774,Não,F,5.0,Ametista,7.65625,7.266666666666666,1,3,2.5,8.895292207792206,7.7916675,B,-3.0,0,0,468.0,38.0,9.0
ALUNO-395,16.0,3,9.16668,5.062781496114996,Não,M,7.5,Quartzo,6.25,2.777777777777777,0,1,2.5,4.077797202797203,5.7499925,B,-3.0,0,0,817.0,126.0,5.0
ALUNO-396,15.0,4,7.5,7.454722,Não,M,7.5,Ametista,8.125,8,0,3,5,9.1,6.11111,R,-1.0,0,0,698.0,14.0,14.0
ALUNO-396,16.0,5,7.9,7.593,Não,M,7.5,Ametista,7.7,7.2,0,3,5.0,8.1,8.7,R,-1.0,0,0,698.0,14.0,14.0
ALUNO-396,17.0,6,7.91667,6.241624113546868,Não,M,7.5,Ágata,7.1875,4.988888888888888,0,2,5.0,6.083816678845451,6.333329999999999,R,-1.0,0,0,698.0,14.0,14.0
ALUNO-398,8.0,0,9.50002,6.931326757575758,Não,F,5.625,Ágata,5.3125,5.566666666666667,0,2,10.0,5.87121212121212,7.999995,B,0.0,1,0,512.0,146.0,6.0
ALUNO-402,8.0,0,8.000020000000001,7.096346507013722,Não,F,7.5,Ametista,5.625,5.25,0,3,10.0,7.669227535068609,6.999995,B,0.0,1,0,457.0,133.0,4.0
ALUNO-403,13.0,3,9.2,7.878,Não,M,7.5,Ametista,7.9,6.4,0,3,10.0,7.2,8.5,R,0.0,1,0,775.0,70.0,12.0
ALUNO-403,14.0,4,0.0,5.596878687216997,Não,M,6.25,Quartzo,7.34375,3.944444444444445,0,1,10.0,5.284743991640544,6.95833,R,0.0,1,0,775.0,70.0,12.0
ALUNO-404,13.0,3,10.000020000000001,8.318544833333334,Não,F,4.375,Ametista,8.59375,6.666666666666667,1,3,10,9.9,8.5416725,R,0.0,1,0,6.0,4.0,3.0
ALUNO-404,14.0,4,8.8,8.499,Não,F,7.5,Topázio,8.9,7.4,1,4,10.0,9.2,8.3,R,0.0,1,0,6.0,4.0,3.0
ALUNO-404,15.0,5,8.33334,8.940600419054803,Sim,F,8.125,Topázio,8.4375,8.511111111111111,1,4,10.0,9.660633484162895,9.0833375,R,0.0,1,1,6.0,4.0,3.0
ALUNO-405,8.0,0,8.5,7.767,Não,F,7.5,Ametista,7.5,6.0,0,3,10.0,8.3,7.8,A,0.0,1,0,483.0,126.0,10.0
ALUNO-405,9.0,1,8.500020000000001,7.011141486631016,Não,F,7.5,Ágata,5.833333333333334,3.916666666666667,0,2,10.0,8.38903743315508,6.833326666666667,A,0.0,1,0,483.0,126.0,10.0
ALUNO-406,10.0,1,9.000020000000001,7.978752000000001,Não,M,7.5,Ametista,7.1875,9.5,0,3,5,8.8,7.25,R,-1.0,0,0,199.0,47.0,3.0
ALUNO-406,11.0,1,9.0,6.868,Não,M,6.9,Ágata,7.5,6.4,0,2,5.0,8.3,5.4,R,-1.0,0,0,199.0,47.0,3.0
ALUNO-406,12.0,1,9.000020000000001,7.808336000000001,Não,M,7.5,Ametista,6.25,9.166666666666668,0,3,5.0,8.166666666666666,7.833336666666667,R,-2.0,0,0,199.0,47.0,3.0
ALUNO-407,13.0,3,5.83333,8.289376333333333,Sim,F,5,Ametista,8.59375,7.666666666666667,1,3,10,9.9,9.166675000000001,B,0.0,1,1,7.0,5.0,4.0
ALUNO-407,14.0,4,8.3,8.475,Sim,F,7.5,Topázio,9.2,6.6,1,4,10.0,8.9,9.4,B,0.0,1,1,7.0,5.0,4.0
ALUNO-407,15.0,5,8.33334,8.920648367521368,Sim,F,8.125,Topázio,8.90625,7.722222222222222,1,4,10.0,9.615384615384617,9.583340000000002,B,0.0,1,1,7.0,5.0,4.0
ALUNO-409,13.0,2,5.75,6.380177212121212,Não,F,5.0,Ágata,6.041666666666666,5.5,0,2,5.0,8.393939393939394,7.111113333333333,B,-1.0,0,0,664.0,121.0,12.0
ALUNO-410,9.0,0,0.0,5.19770335978836,Não,M,7.5,Quartzo,5.3125,5.366666666666667,0,1,5.0,5.132275132275131,6.583325,B,-1.0,0,0,811.0,188.0,7.0
ALUNO-411,8.0,0,9.000020000000001,7.405336262443439,Não,F,7.5,Ametista,5.625,4.166666666666667,0,3,10.0,9.380844645550528,7.41666,B,0.0,1,0,359.0,108.0,7.0
ALUNO-412,9.0,1,9.50002,7.744066545454546,Não,M,7.5,Ametista,6.041666666666667,5.75,0,3,10.0,9.393939393939394,7.055549999999999,B,0.0,1,0,219.0,57.0,4.0
ALUNO-413,13.0,2,8.500020000000001,6.825507272727274,Não,M,7.5,Ágata,6.25,3.25,0,2,5.0,9.696969696969695,7.555556666666667,R,-1.0,0,0,546.0,85.0,6.0
ALUNO-415,inf,4,7.91667,6.315265946455505,Não,M,7.5,Ágata,7.03125,3.666666666666667,0,2,2.5,8.72737556561086,6.7083275,B,-4.0,0,0,681.0,61.0,11.0
ALUNO-416,13.0,2,9.000020000000001,7.780279333333334,Não,F,6.25,Ametista,7.708333333333334,7,0,3,5,9.7,8.22222,B,-1.0,0,0,482.0,62.0,4.0
ALUNO-416,14.0,2,9.0,7.349,Não,F,4.4,Ametista,7.3,6.9,0,3,5.0,8.8,8.2,B,-2.0,0,0,482.0,62.0,4.0
ALUNO-416,15.0,3,10.00002,7.021737821285376,Não,F,5.625,Ágata,7.5,6.288888888888889,0,2,5.0,8.132297717537991,6.6249925,B,-2.0,0,0,482.0,62.0,4.0
ALUNO-417,9.0,1,8.500020000000001,7.480306934472935,Não,F,7.5,Ametista,5.625,6.75,0,3,10.0,8.005698005698004,6.833326666666667,R,0.0,1,0,322.0,83.0,6.0
ALUNO-418,11.0,0,9.000020000000001,6.706677413255361,Não,F,5.625,Ágata,5.625,5.416666666666667,0,2,5.0,8.491715399610136,6.999995,B,-2.0,0,0,589.0,162.0,12.0
ALUNO-419,16.0,4,10.00002,7.051313529258098,Não,F,7.5,Ametista,7.5,5.166666666666667,0,3,5.0,8.256563479623825,6.8333275,R,-2.0,0,0,470.0,39.0,9.0
ALUNO-420,11.0,1,9.50002,8.199571556935819,Sim,F,7.5,Topázio,6.25,9.083333333333334,0,4,5.0,9.233954451345756,8.55556,B,-1.0,0,1,85.0,19.0,2.0
ALUNO-421,15.0,3,9.58335,7.137293833333334,Não,M,7.5,Ágata,7.65625,7.666666666666667,0,2,5,5.9,7.2500025,R,-2.0,0,0,777.0,51.0,9.0
ALUNO-421,16.0,4,9.2,6.624,Não,M,7.5,Ágata,7.7,5.8,0,2,5.0,5.8,6.9,R,-2.0,0,0,777.0,51.0,9.0
ALUNO-421,17.0,5,9.16668,5.580600676434676,Não,M,5.0,Quartzo,4.375,5.611111111111111,0,1,5.0,6.14606227106227,4.37499,R,-2.0,0,0,777.0,51.0,9.0
ALUNO-422,11.0,0,9.0,7.965,Não,F,7.5,Ametista,8.4,7.2,0,3,5.0,10.0,7.7,P,-2.0,0,0,260.0,67.0,6.0
ALUNO-422,11.0,1,9.50002,7.633511273307791,Não,F,7.5,Ametista,5.625,7.083333333333334,0,3,5.0,9.18837803320562,8.083335,P,-1.0,0,0,260.0,67.0,6.0
ALUNO-424,12.0,1,9.000020000000001,7.912085,Não,F,7.5,Ametista,7.1875,9,0,3,5,8.8,7.416665,B,-2.0,0,0,561.0,88.0,5.0
ALUNO-424,13.0,2,9.0,5.990,Não,F,7.5,Ágata,7.3,4.5,0,2,5.0,5.0,6.1,B,-1.0,0,0,561.0,88.0,5.0
ALUNO-424,14.0,2,9.000020000000001,6.77720046886447,Não,F,6.25,Ágata,6.666666666666666,5.416666666666666,0,2,5.0,7.677655677655677,7.333336666666667,B,-2.0,0,0,561.0,88.0,5.0
ALUNO-425,13.0,3,8.75001,7.131665666666668,Não,F,7.5,Ágata,6.666666666666667,7.333333333333333,0,2,10,6.2,5.666656666666667,R,0.0,1,0,646.0,59.0,13.0
ALUNO-425,14.0,3,9.2,6.642,Não,F,7.5,Ágata,7.1,5.5,0,2,5.0,6.4,6.9,R,-1.0,0,0,646.0,59.0,13.0
ALUNO-425,15.0,4,10.00002,6.477875763475088,Não,F,7.5,Ágata,7.03125,4.611111111111112,0,2,5.0,6.345970206264323,6.6666625,R,-1.0,0,0,646.0,59.0,13.0
ALUNO-427,8.0,0,9.50002,8.565661700730832,Não,F,6.875,Topázio,5.625,9.516666666666667,0,4,10.0,9.22829183698749,8.08334,B,0.0,1,0,29.0,4.0,1.0
ALUNO-428,11.0,1,9.000020000000001,7.592571588972432,Não,F,7.5,Ametista,6.25,7.833333333333334,0,3,5.0,8.337844611528823,7.91667,R,-1.0,0,0,274.0,72.0,4.0
ALUNO-429,13.0,2,8.000020000000001,6.854144924976259,Não,F,7.5,Ágata,6.041666666666667,5.75,0,2,5.0,7.749881291547958,7.5,R,-1.0,0,0,537.0,83.0,9.0
ALUNO-430,11.0,0,8.000020000000001,7.049267860998651,Não,F,7.5,Ametista,5.3125,6.333333333333334,0,3,5.0,8.34008097165992,7.666665,B,-2.0,0,0,472.0,135.0,5.0
ALUNO-432,11.0,0,9.0,4.946,Não,F,5.0,Quartzo,2.5,2.6,0,1,5.0,6.7,4.8,B,-2.0,0,0,826.0,189.0,11.0
ALUNO-432,11.0,1,6.91668,4.948613444444445,Não,F,5.0,Quartzo,3.125,3.75,0,1,5.0,7.222222222222223,3.750005,B,-1.0,0,0,826.0,189.0,11.0
ALUNO-433,11.0,2,7.00002,8.263890666666667,Sim,F,7.5,Topázio,6.25,7.5,0,4,10.0,10.0,8.444443333333334,B,0.0,1,1,69.0,7.0,1.0
ALUNO-434,14.0,3,10.00002,7.888891111111111,Sim,F,6.875,Ametista,8.125,6.055555555555556,0,3,5.0,10.0,8.38889,B,-1.0,0,1,174.0,28.0,2.0
ALUNO-436,13.0,2,9.5,7.743,Não,F,7.5,Ametista,8.5,6.3,0,3,5.0,8.8,8.4,R,-1.0,0,0,690.0,127.0,10.0
ALUNO-436,13.0,2,9.000020000000001,6.286539794871795,Não,F,7.5,Ágata,6.25,4.75,0,2,5.0,5.64102564102564,7.166663333333332,R,-1.0,0,0,690.0,127.0,10.0
ALUNO-437,9.0,1,10.000020000000001,7.808335333333335,Não,F,7.5,Ametista,7.916666666666668,5.5,0,3,10,8.5,7.333333333333333,B,0.0,1,0,234.0,61.0,9.0
ALUNO-437,10.0,2,8.5,6.482,Não,F,7.5,Ágata,7.7,4.0,0,2,10.0,5.0,6.6,B,0.0,1,0,234.0,61.0,9.0
ALUNO-437,11.0,1,8.500020000000001,7.700002222222222,Não,F,7.5,Ametista,5.833333333333334,8.75,0,3,5.0,8.777777777777779,7.555556666666667,B,-1.0,0,0,234.0,61.0,9.0
ALUNO-438,17.0,5,9.2,5.756,Não,M,7.5,Ágata,7.5,2.8,0,2,5.0,5.3,6.1,B,-2.0,0,0,745.0,16.0,8.0
ALUNO-438,inf,7,7.91667,5.848312797385621,Não,M,7.5,Quartzo,7.96875,3.305555555555556,0,1,5.0,4.521078431372549,7.222219999999999,B,-1.0,0,0,745.0,16.0,8.0
