nome,idade,fase,iaa,inde,ponto_virada,sexo,ips,pedra,ipp,ida,bolsista_encoded,pedra_encoded,ian,ieg,ipv,corraca,diff_fase,na_fase,ponto_virada_encoded,cg,cf,ct
ALUNO-708,11.0,1,9.0,7.286,Não,F,7.5,Ametista,8.3,5.1,0,3,5.0,9.2,7.2,R,-1.0,0,0,739.0,175.0,16.0
ALUNO-708,12.0,1,8.000020000000001,5.888588956521739,Não,F,7.5,Quartzo,6.458333333333334,2.833333333333333,0,1,5.0,6.130434782608695,6.999999999999999,R,-2.0,0,0,739.0,175.0,16.0
ALUNO-709,11.0,1,8.5,7.449,Não,F,7.5,Ametista,8.5,5.8,0,3,5.0,8.3,8.4,B,-1.0,0,0,305.0,80.0,5.0
ALUNO-709,11.0,1,9.50002,7.507451717171717,Não,F,7.5,Ametista,5.625,7.083333333333333,0,3,5.0,9.252525252525253,7.38889,B,-1.0,0,0,305.0,80.0,5.0
ALUNO-710,10.0,2,9.500020000000001,8.431669,Não,M,6.25,Ametista,7.5,9,1,3,10,8.2,8.333335,R,0.0,1,0,106.0,17.0,3.0
ALUNO-710,11.0,2,9.5,8.713,Não,M,7.5,Topázio,8.3,8.3,1,4,10.0,9.2,8.4,R,0.0,1,0,106.0,17.0,3.0
ALUNO-710,12.0,3,9.16668,8.124397285239297,Sim,M,7.5,Topázio,8.90625,5.111111111111111,1,4,10.0,9.099410315085372,8.625,R,0.0,1,1,106.0,17.0,3.0
ALUNO-711,13.0,2,8.500020000000001,5.557438118548119,Não,F,5.0,Quartzo,5.833333333333334,2.583333333333333,0,1,5.0,7.259407259407261,5.777773333333333,B,-1.0,0,0,780.0,146.0,13.0
ALUNO-715,11.0,1,9.000020000000001,6.996003683501685,Não,F,7.5,Ágata,5.625,6.75,0,2,5.0,7.417508417508417,7.25,R,-1.0,0,0,488.0,128.0,10.0
ALUNO-721,12.0,1,7.50002,5.660002,Não,F,5,Quartzo,2.5,4,0,1,5,7.3,7,R,-2.0,0,0,841.0,139.0,12.0
ALUNO-721,13.0,2,9.5,5.029,Não,F,5.6,Quartzo,6.7,2.5,0,1,5.0,3.8,5.5,R,-1.0,0,0,841.0,139.0,12.0
ALUNO-721,14.0,3,7.5,4.563332,Não,F,5.0,Quartzo,6.875,1.277777777777778,0,1,5.0,3.809722222222223,5.54166,R,-1.0,0,0,841.0,139.0,12.0
ALUNO-722,11.0,1,10.0,8.271,Sim,M,7.5,Topázio,8.1,6.9,0,4,5.0,10.0,9.2,B,-1.0,0,1,55.0,8.0,1.0
ALUNO-722,13.0,1,9.50002,8.339199975308643,Não,M,7.5,Topázio,6.25,9.583333333333334,0,4,5.0,9.709876543209877,8.277780000000002,B,-2.0,0,0,55.0,8.0,1.0
ALUNO-723,14.0,3,0.0,4.44002627036688,Não,F,7.5,Quartzo,5.9375,3.444444444444445,0,1,5.0,5.120271907389959,4.416665,R,-1.0,0,0,844.0,141.0,8.0
ALUNO-727,11.0,0,9.50002,5.702446058211979,Não,F,7.5,Quartzo,5.625,2.583333333333333,0,1,5.0,5.03306195772656,7.083325,R,-2.0,0,0,760.0,183.0,8.0
ALUNO-728,11.0,2,9.000020000000001,7.624482920314255,Não,F,5.0,Ametista,6.041666666666666,5.666666666666667,0,3,10.0,9.601571268237937,7.833333333333332,B,0.0,1,0,263.0,41.0,2.0
ALUNO-729,15.0,4,6.7,5.686,Não,M,7.5,Ágata,7.5,5.8,0,2,5.0,3.9,5.4,R,-1.0,0,0,413.0,33.0,5.0
ALUNO-729,16.0,4,7.08334,7.244678043887148,Não,M,6.25,Ametista,7.8125,7.166666666666667,0,3,5.0,8.35880355276907,7.625,R,-2.0,0,0,413.0,33.0,5.0
ALUNO-732,14.0,4,7.91667,7.851389666666667,Não,M,7.5,Ametista,8.541666666666666,7.666666666666667,0,3,10,7,7.611113333333334,R,0.0,1,0,370.0,11.0,11.0
ALUNO-732,15.0,5,7.9,7.765,Não,M,7.5,Ametista,8.1,8.0,1,3,10.0,6.4,7.7,R,0.0,1,0,370.0,11.0,11.0
ALUNO-732,16.0,6,8.75001,7.369714659440588,Não,M,8.75,Ametista,7.65625,6.077777777777778,1,3,10.0,5.248218852758495,7.944446666666668,R,0.0,1,0,370.0,11.0,11.0
ALUNO-734,13.0,3,8.33334,7.300378954545454,Não,M,7.5,Ametista,7.5,3.75,0,3,10.0,8.835227272727273,7.2499975,R,0.0,1,0,394.0,46.0,11.0
ALUNO-735,8.0,0,6.41668,6.820451258609487,Não,M,5.625,Ágata,5.625,5.916666666666666,0,2,10.0,7.268924626380766,7.083325,R,0.0,1,0,549.0,156.0,11.0
ALUNO-737,11.0,2,8.500020000000001,8.070001999999999,Não,M,7.5,Ametista,7.5,6.5,0,3,10,9.6,7.5,R,0.0,1,0,369.0,53.0,3.0
ALUNO-737,12.0,2,9.0,7.431,Não,M,7.5,Ametista,8.5,6.9,0,3,5.0,7.1,8.1,R,-1.0,0,0,369.0,53.0,3.0
ALUNO-737,13.0,2,8.000020000000001,7.378176603174603,Não,M,7.5,Ametista,6.25,6.333333333333333,0,3,5.0,9.682539682539682,7.5,R,-1.0,0,0,369.0,53.0,3.0
ALUNO-738,12.0,2,7.50002,7.458336000000001,Não,M,6.875,Ametista,8.541666666666668,6,0,3,5,9,8.333336666666668,N,-1.0,0,0,484.0,40.0,4.0
ALUNO-738,13.0,3,9.2,8.042,Não,M,6.3,Ametista,7.5,8.1,1,3,10.0,7.8,7.9,N,0.0,1,0,484.0,40.0,4.0
ALUNO-738,14.0,4,8.33335,7.006941758454106,Não,M,5.625,Ágata,6.40625,4.877777777777777,1,2,10.0,9.182971014492754,5.79166,N,0.0,1,0,484.0,40.0,4.0
ALUNO-739,13.0,3,10.000020000000001,8.703753666666667,Sim,F,10,Topázio,8.4375,8.333333333333334,1,4,10,7.3,8.666675,B,0.0,1,1,148.0,13.0,5.0
ALUNO-739,14.0,3,9.2,8.085,Sim,F,8.8,Ametista,8.1,7.6,1,3,5.0,8.1,9.2,B,-1.0,0,1,148.0,13.0,5.0
ALUNO-739,15.0,4,9.16668,7.973381651316815,Sim,F,9.375,Ametista,8.59375,7.388888888888889,1,3,5.0,8.035296867695186,8.375007499999999,B,-1.0,0,1,148.0,13.0,5.0
ALUNO-741,15.0,5,8.8,7.002,Não,M,7.5,Ametista,8.0,6.2,0,3,10.0,4.4,7.3,R,0.0,1,0,295.0,19.0,5.0
ALUNO-741,16.0,5,9.16668,7.539924757631258,Sim,M,6.875,Ametista,8.28125,6.722222222222222,0,3,5.0,7.815934065934066,8.5000025,R,-1.0,0,1,295.0,19.0,5.0
ALUNO-742,13.0,3,7.5,7.360,Não,F,7.5,Ametista,7.7,6.8,0,3,10.0,6.1,7.5,B,0.0,1,0,358.0,28.0,6.0
ALUNO-742,14.0,4,7.91667,7.406568862193363,Não,F,6.875,Ametista,7.34375,5.688888888888889,0,3,10.0,7.609577922077922,7.6666675,B,0.0,1,0,358.0,28.0,6.0
ALUNO-743,8.0,0,9.000020000000001,7.993333000000001,Não,M,5,Ametista,2.5,10,1,3,10,9.8,6.916655,P,0.0,1,0,368.0,96.0,9.0
ALUNO-743,9.0,1,10.0,8.061,Não,M,5.0,Ametista,7.9,6.4,0,3,10.0,8.8,8.7,P,0.0,1,0,368.0,96.0,9.0
ALUNO-743,10.0,1,8.000020000000001,7.381391333333333,Não,M,5.625,Ametista,5.833333333333334,8.416666666666666,0,3,5.0,8.483333333333333,7.77778,P,-1.0,0,0,368.0,96.0,9.0
ALUNO-746,10.0,2,9.000020000000001,8.890836,Sim,F,7.5,Topázio,8.541666666666666,9,1,4,10,9.1,8.833336666666666,R,0.0,1,1,34.0,8.0,4.0
ALUNO-746,11.0,2,9.0,9.107,Sim,F,8.8,Topázio,8.5,9.3,1,4,10.0,8.8,9.4,R,0.0,1,1,34.0,8.0,4.0
ALUNO-746,12.0,3,7.5,8.510208575470424,Sim,F,6.25,Topázio,8.59375,7.777777777777779,1,4,10.0,9.39305259957434,9.2083375,R,0.0,1,1,34.0,8.0,4.0
ALUNO-747,13.0,3,7.91667,8.154376000000001,Não,M,5.625,Ametista,7.96875,8,0,3,10,9.1,7.91667,P,0.0,1,0,277.0,17.0,2.0
ALUNO-747,14.0,4,8.8,8.675,Sim,M,7.5,Topázio,9.2,7.4,0,4,10.0,8.9,9.3,P,0.0,1,1,277.0,17.0,2.0
ALUNO-747,15.0,5,7.91667,7.590972222222223,Não,M,5.625,Ametista,6.25,6.777777777777779,1,3,10.0,8.864583333333334,7.416665,P,0.0,1,0,277.0,17.0,2.0
ALUNO-751,11.0,1,9.50002,7.590428480704481,Não,F,7.5,Ametista,6.041666666666667,7.75,0,3,5.0,9.07018907018907,7.111109999999999,R,-1.0,0,0,279.0,75.0,4.0
ALUNO-752,9.0,0,8.500020000000001,7.217943583732057,Não,M,5.625,Ametista,5.625,7.166666666666666,0,3,5.0,9.04804625199362,7.499995,B,-1.0,0,0,420.0,125.0,7.0
ALUNO-753,12.0,3,7.91667,6.485277,Não,M,7.5,Ágata,8.125,2.3333333333333335,0,2,10,6.6,6.722216666666666,R,0.0,1,0,818.0,74.0,14.0
ALUNO-753,13.0,4,8.3,4.785,Não,M,7.5,Quartzo,7.2,0.8,0,1,10.0,2.5,4.1,R,1.0,0,0,818.0,74.0,14.0
ALUNO-753,14.0,4,7.91667,5.061431199756183,Não,M,7.5,Quartzo,4.84375,1.777777777777778,0,1,10.0,3.440830721003135,4.9583375,R,0.0,1,0,818.0,74.0,14.0
ALUNO-754,17.0,5,8.75001,6.595710665501167,Não,M,7.5,Ágata,7.34375,5.5,0,2,5.0,6.765005827505828,6.4166675,R,-2.0,0,0,628.0,37.0,9.0
ALUNO-755,13.0,3,7.91667,7.735417,Não,F,5,Ametista,8.4375,8,0,3,10,7.5,7.5,R,0.0,1,0,328.0,22.0,6.0
ALUNO-755,14.0,4,7.1,6.872,Não,F,6.9,Ágata,7.8,6.8,1,2,10.0,4.7,7.0,R,0.0,1,0,328.0,22.0,6.0
ALUNO-755,15.0,5,7.5,7.468215478632479,Não,F,5.0,Ametista,8.125,6.944444444444446,1,3,10.0,8.792467948717949,6.291665,R,0.0,1,0,328.0,22.0,6.0
ALUNO-757,13.0,3,5.41666,6.240207333333333,Não,F,7.5,Ágata,7.96875,4.666666666666667,0,2,10,4.3,6.791665,B,0.0,1,0,700.0,95.0,7.0
ALUNO-757,14.0,3,7.9,5.421,Não,F,7.5,Quartzo,7.3,2.9,0,1,5.0,5.3,5.1,B,-1.0,0,0,700.0,95.0,7.0
ALUNO-757,15.0,3,7.5,6.195832000000001,Não,F,7.5,Ágata,6.25,4.75,0,2,5.0,6.6875,6.41666,B,-2.0,0,0,700.0,95.0,7.0
ALUNO-759,8.0,0,9.000020000000001,8.00281439031339,Não,M,7.5,Ametista,5.625,7.833333333333333,0,3,10.0,8.618233618233617,7.499995,R,0.0,1,0,142.0,39.0,3.0
ALUNO-760,7.0,0,9.000020000000001,8.641250000000001,Não,M,7.5,Topázio,7.8125,10,0,4,10,9.8,6.24999,B,0.0,1,0,467.0,120.0,7.0
ALUNO-760,8.0,0,8.0,7.360,Não,M,7.5,Ametista,7.8,6.8,0,3,10.0,5.8,7.5,B,0.0,1,0,467.0,120.0,7.0
ALUNO-760,9.0,1,8.500020000000001,7.058532857142858,Não,M,7.5,Ametista,5.625,3.916666666666667,0,3,10.0,9.285714285714285,6.277773333333333,B,0.0,1,0,467.0,120.0,7.0
ALUNO-761,9.0,0,10.00002,7.234398335932424,Não,M,7.5,Ametista,5.625,6.0,0,3,5.0,8.609486679662117,7.499995,R,-1.0,0,0,414.0,122.0,8.0
ALUNO-762,11.0,1,7.00002,6.62116201282668,Não,F,7.5,Ágata,6.25,6.5,0,2,5.0,6.730800064133398,6.999999999999999,B,-1.0,0,0,619.0,150.0,8.0
ALUNO-763,11.0,1,7.5,6.546,Não,M,7.5,Ágata,7.9,3.2,0,2,5.0,7.1,8.5,R,-1.0,0,0,138.0,35.0,4.0
ALUNO-763,11.0,1,9.000020000000001,8.012902466766617,Não,M,7.5,Ametista,6.458333333333333,8.583333333333334,0,3,5.0,9.335332333833083,8.16667,R,-1.0,0,0,138.0,35.0,4.0
ALUNO-764,11.0,0,9.50002,6.895951771280052,Não,F,5.625,Ágata,4.6875,6.25,0,2,5.0,8.40683885640026,7.41666,R,-2.0,0,0,526.0,150.0,10.0
ALUNO-765,8.0,0,10.00002,8.491073095238097,Sim,M,7.5,Topázio,5.625,8.666666666666668,0,4,10.0,8.80952380952381,8.416665,R,0.0,1,1,35.0,7.0,2.0
ALUNO-766,15.0,4,8.75001,6.824446333333334,Não,M,7.5,Ágata,8.749999999999998,3.6666666666666665,0,2,5,7.4,8.055560000000002,R,-1.0,0,0,824.0,17.0,17.0
ALUNO-766,16.0,5,9.2,7.440,Não,M,7.5,Ametista,7.8,6.5,0,3,5.0,7.5,8.4,R,-1.0,0,0,824.0,17.0,17.0
ALUNO-766,17.0,6,0.0,4.951788339057362,Não,M,7.5,Quartzo,6.25,4.766666666666667,0,1,5.0,4.617281695286811,5.999993333333333,R,-1.0,0,0,824.0,17.0,17.0
ALUNO-768,14.0,3,7.9166799999999995,7.7272240000000005,Sim,M,4.375,Ametista,7.291666666666667,7.666666666666667,1,3,5,9.9,8.77778,P,-1.0,0,1,461.0,37.0,6.0
ALUNO-768,15.0,3,8.3,8.065,Não,M,6.3,Ametista,8.1,8.4,1,3,5.0,9.2,8.9,P,-2.0,0,0,461.0,37.0,6.0
ALUNO-768,16.0,4,7.91667,7.084109195402299,Não,M,5.625,Ametista,7.5,6.533333333333334,1,3,5.0,8.574712643678161,7.291665,P,-2.0,0,0,461.0,37.0,6.0
ALUNO-770,13.0,3,9.16668,8.464935044778892,Sim,M,7.5,Topázio,8.28125,7.555555555555556,0,4,10.0,8.836817168338907,8.458337499999999,B,0.0,1,1,39.0,10.0,1.0
ALUNO-771,9.0,0,8.91668,6.524519230769231,Não,F,7.5,Ágata,3.4375,6.666666666666666,0,2,5.0,8.112179487179487,5.41666,B,-1.0,0,0,641.0,171.0,10.0
ALUNO-772,inf,7,6.25,7.225595238095238,Não,F,6.25,Ametista,5.625,9.0,0,3,5.0,8.69047619047619,6.875,R,-1.0,0,0,418.0,7.0,5.0
ALUNO-773,12.0,2,9.000020000000001,7.854724666666667,Sim,F,7.5,Ametista,8.958333333333334,9.5,0,3,5,5.6,8.944446666666664,B,-1.0,0,1,20.0,4.0,2.0
ALUNO-773,13.0,2,9.5,8.921,Sim,F,7.5,Topázio,9.8,8.9,1,4,5.0,10.0,9.8,B,-1.0,0,1,20.0,4.0,2.0
ALUNO-773,14.0,3,10.00002,8.655707365079365,Sim,F,7.5,Topázio,8.90625,8.444444444444445,1,4,5.0,9.88095238095238,9.250005000000002,B,-1.0,0,1,20.0,4.0,2.0
ALUNO-774,13.0,3,8.33334,8.639021494227995,Sim,M,7.5,Topázio,8.28125,7.555555555555556,0,4,10.0,9.415584415584416,9.1666725,R,0.0,1,1,23.0,5.0,3.0
ALUNO-778,8.0,0,8.000020000000001,6.817738854251012,Não,F,7.5,Ágata,4.6875,6.083333333333333,0,2,10.0,5.411605937921728,7.499995,P,0.0,1,0,551.0,157.0,8.0
ALUNO-781,13.0,3,8.8,5.450,Não,F,7.5,Quartzo,6.7,3.3,0,1,10.0,3.1,4.4,R,0.0,1,0,699.0,94.0,2.0
ALUNO-781,14.0,3,0.0,6.2357055994561,Não,F,6.25,Ágata,7.5,6.788888888888889,0,2,5.0,7.764641608391608,7.2499975,R,-1.0,0,0,699.0,94.0,2.0
ALUNO-783,11.0,1,8.500020000000001,6.995835000000001,Não,F,7.5,Ágata,8.125,4.5,0,2,5,8,7.916665,R,-1.0,0,0,639.0,112.0,9.0
ALUNO-783,12.0,2,7.5,6.118,Não,F,7.5,Ágata,8.3,3.6,0,2,5.0,4.6,8.3,R,-1.0,0,0,639.0,112.0,9.0
ALUNO-783,13.0,2,3.49998,6.535165330634278,Não,F,5.0,Ágata,6.25,6.25,0,2,5.0,8.49527665317139,8.05556,R,-1.0,0,0,639.0,112.0,9.0
ALUNO-784,13.0,2,9.5,8.533,Sim,M,8.8,Topázio,8.5,7.9,1,4,5.0,9.2,9.7,R,-1.0,0,1,82.0,15.0,1.0
ALUNO-784,13.0,3,8.75001,8.217507976608186,Não,M,4.375,Topázio,8.4375,7.277777777777779,1,4,10.0,9.736842105263158,8.291665,R,0.0,1,0,82.0,15.0,1.0
ALUNO-787,17.0,5,7.91667,6.670710665501166,Não,M,7.5,Ágata,7.34375,6.75,0,2,5.0,6.765005827505828,5.9583375,B,-2.0,0,0,598.0,35.0,8.0
ALUNO-788,17.0,5,8.75001,6.047779596553774,Não,M,6.25,Ágata,5.208333333333334,2.111111111111111,0,2,5.0,8.440285204991088,7.08333,B,-2.0,0,0,719.0,46.0,7.0
ALUNO-790,13.0,3,10.000020000000001,9.198059333333333,Sim,M,7.5,Topázio,9.791666666666666,8.666666666666666,0,4,10,8.9,9.777786666666666,B,0.0,1,1,46.0,7.0,1.0
ALUNO-790,14.0,4,10.0,8.650,Sim,M,7.5,Topázio,8.8,7.5,1,4,10.0,8.3,9.3,B,0.0,1,1,46.0,7.0,1.0
ALUNO-790,15.0,5,10.00002,8.404169666666668,Não,M,7.5,Topázio,6.041666666666667,7.0,1,4,10.0,10.0,8.250005,B,0.0,1,0,46.0,7.0,1.0
ALUNO-791,8.0,0,9.000020000000001,8.004340111446288,Não,F,7.5,Ametista,5.625,7.5,0,3,10.0,8.79252555723144,7.666665,B,0.0,1,0,141.0,38.0,4.0
ALUNO-792,11.0,1,9.000020000000001,7.783335,Não,M,4.375,Ametista,8.125,10,0,3,5,8.5,7.166665,R,-1.0,0,0,782.0,117.0,11.0
ALUNO-792,12.0,2,6.3,5.531,Não,M,5.0,Quartzo,7.5,4.1,0,1,5.0,5.8,5.8,R,-1.0,0,0,782.0,117.0,11.0
ALUNO-792,13.0,3,0.0,5.553987846496118,Não,M,5.0,Quartzo,7.03125,4.611111111111112,0,1,10.0,6.184870621369477,5.9583325,R,0.0,1,0,782.0,117.0,11.0
ALUNO-794,11.0,2,9.000020000000001,8.281114,Sim,,6.25,Ametista,7.916666666666668,6.5,1,3,10,9.6,8.722226666666666,,0.0,1,1,392.0,32.0,7.0
ALUNO-794,12.0,3,7.9,7.211,Não,,6.3,Ametista,7.9,8.2,1,3,2.5,7.5,8.1,,-3.0,0,0,392.0,32.0,7.0
ALUNO-794,13.0,4,7.91667,7.302153111111111,Não,,5.625,Ametista,7.96875,6.588888888888889,1,3,2.5,9.791666666666666,8.125,,-3.0,0,0,392.0,32.0,7.0
ALUNO-796,13.0,3,9.16668,8.615210166666667,Não,F,7.5,Topázio,7.96875,8.333333333333334,0,4,10,9.8,7.6250025,R,0.0,1,0,693.0,63.0,12.0
ALUNO-796,14.0,4,8.3,5.943,Não,F,7.5,Ágata,7.3,2.3,0,2,10.0,6.7,4.2,R,0.0,1,0,693.0,63.0,12.0
ALUNO-796,15.0,4,7.5,6.258056446780273,Não,F,7.5,Ágata,7.65625,4.555555555555555,0,2,5.0,6.406606678345809,6.499995,R,-1.0,0,0,693.0,63.0,12.0
ALUNO-798,14.0,3,9.2,7.250,Não,M,7.5,Ametista,7.5,6.5,0,3,5.0,7.5,7.7,B,-1.0,0,0,644.0,58.0,14.0
ALUNO-798,15.0,4,8.33334,6.490193683211425,Não,M,5.625,Ágata,7.5,4.688888888888889,0,2,5.0,8.074582027168235,6.4583275,B,-1.0,0,0,644.0,58.0,14.0
ALUNO-799,11.0,2,9.50002,7.896899500302482,Sim,F,7.5,Ametista,6.041666666666667,5.916666666666666,0,3,10.0,8.602540834845735,8.444446666666668,R,0.0,1,1,171.0,26.0,1.0
ALUNO-800,11.0,1,9.50002,7.861617939393939,Não,M,7.5,Ametista,5.833333333333334,9.0,0,3,5.0,9.280303030303031,7.111109999999999,R,-1.0,0,0,182.0,41.0,3.0
ALUNO-801,9.0,0,8.000020000000001,6.954987237893207,Não,M,7.5,Ágata,5.625,6.916666666666666,0,2,5.0,7.629094522799372,7.166665,R,-1.0,0,0,502.0,143.0,6.0
ALUNO-802,8.0,0,9.5,9.046,Sim,M,7.5,Topázio,8.8,7.9,0,4,10.0,10.0,9.4,R,0.0,1,1,62.0,13.0,2.0
ALUNO-802,8.0,1,9.50002,8.286620610229278,Não,M,7.5,Topázio,6.041666666666667,7.416666666666666,1,4,10.0,9.717813051146384,7.777780000000001,R,1.0,0,0,62.0,13.0,2.0
ALUNO-804,11.0,1,9.000020000000001,7.365081587301588,Não,M,7.5,Ametista,5.833333333333334,6.166666666666666,0,3,5.0,9.269841269841269,7.722223333333334,B,-1.0,0,0,374.0,97.0,5.0
ALUNO-805,9.0,1,8.5,6.993,Não,F,7.5,Ametista,8.1,5.1,0,3,10.0,5.8,6.9,B,0.0,1,0,622.0,151.0,12.0
ALUNO-805,11.0,1,8.500020000000001,6.613163153439154,Não,F,7.5,Ágata,6.041666666666667,5.5,0,2,5.0,7.433862433862434,6.61111,B,-1.0,0,0,622.0,151.0,12.0
ALUNO-806,8.0,0,9.000020000000001,7.412025476190477,Não,F,7.5,Ametista,5.625,5.866666666666667,0,3,10.0,7.214285714285714,7.916665,R,0.0,1,0,353.0,105.0,7.0
ALUNO-807,8.0,0,8.500020000000001,8.091669,Não,M,6.25,Ametista,2.5,9,0,3,10,10,7.833335,R,0.0,1,0,11.0,3.0,1.0
ALUNO-807,9.0,1,10.0,9.176,Sim,M,5.0,Topázio,9.0,9.1,0,4,10.0,10.0,9.8,R,0.0,1,1,11.0,3.0,1.0
ALUNO-807,10.0,1,9.50002,8.813892666666668,Sim,M,8.75,Topázio,6.666666666666666,9.5,0,4,5.0,10.0,9.61112,R,-1.0,0,1,11.0,3.0,1.0
ALUNO-808,9.0,0,7.00002,6.644341418353577,Não,M,7.5,Ágata,5.3125,6.75,0,2,5.0,6.565452091767882,7.499995,R,-1.0,0,0,611.0,167.0,9.0
ALUNO-810,13.0,2,9.000020000000001,5.930081395598497,Não,F,7.5,Quartzo,5.624999999999999,2.0,0,1,5.0,7.032340311325819,7.055556666666666,R,-1.0,0,0,735.0,133.0,14.0
ALUNO-811,11.0,2,8.000020000000001,8.196669,Não,M,7.5,Ametista,7.5,9,1,3,10,7.4,8.083335,R,0.0,1,0,497.0,74.0,12.0
ALUNO-811,12.0,2,8.0,7.196,Não,M,7.5,Ametista,7.5,6.3,1,3,5.0,8.3,7.3,R,-1.0,0,0,497.0,74.0,12.0
ALUNO-811,13.0,2,8.000020000000001,6.969181527369182,Não,M,5.0,Ágata,6.458333333333334,7.25,1,2,5.0,7.866730970179244,7.5,R,-1.0,0,0,497.0,74.0,12.0
ALUNO-812,11.0,0,10.0,8.075,Não,F,7.5,Ametista,7.5,7.1,0,3,5.0,10.0,8.3,B,-2.0,0,0,246.0,67.0,1.0
ALUNO-812,11.0,0,7.00002,7.675403049175225,Não,F,7.5,Ametista,5.625,8.416666666666668,0,3,5.0,9.31450357920946,8.083335,B,-2.0,0,0,246.0,67.0,1.0
ALUNO-814,11.0,1,7.91668,6.864723333333334,Não,M,5.625,Ágata,7.916666666666668,3.75,0,2,5,9.4,7.944443333333333,R,-1.0,0,0,680.0,124.0,10.0
ALUNO-814,12.0,2,7.9,6.231,Não,M,7.5,Ágata,7.9,4.4,0,2,5.0,5.0,7.6,R,-1.0,0,0,680.0,124.0,10.0
ALUNO-814,13.0,2,7.00002,6.322553780885782,Não,M,7.5,Ágata,6.25,3.666666666666667,0,2,5.0,8.237762237762238,6.833329999999999,R,-1.0,0,0,680.0,124.0,10.0
ALUNO-815,16.0,4,7.5,6.580933343434343,Não,M,7.5,Ágata,7.5,5.5,0,2,5.0,6.779671717171717,6.874995,R,-2.0,0,0,632.0,57.0,7.0
ALUNO-816,13.0,3,8.33334,7.563604797979798,Não,F,7.5,Ametista,7.65625,7.5,0,3,10.0,7.11489898989899,6.45833,R,0.0,1,0,287.0,34.0,5.0
ALUNO-817,10.0,2,10.000020000000001,8.341669000000001,Não,F,7.5,Ametista,6.25,7,0,3,10,9.5,8.333335,R,0.0,1,0,403.0,47.0,12.0
ALUNO-817,11.0,2,9.0,7.549,Sim,F,7.5,Ametista,7.9,7.6,0,3,2.5,7.5,9.2,R,-3.0,0,1,403.0,47.0,12.0
ALUNO-817,12.0,3,8.75001,7.279925742424242,Não,F,7.5,Ametista,8.125,7.222222222222221,0,3,2.5,7.73989898989899,8.0000025,R,-3.0,0,0,403.0,47.0,12.0
ALUNO-818,8.0,0,8.0,6.958,Não,F,7.5,Ametista,7.5,4.4,0,3,10.0,6.7,7.3,R,0.0,1,0,193.0,51.0,1.0
ALUNO-818,9.0,0,9.000020000000001,7.830788433198381,Não,F,7.5,Ametista,5.625,8.25,0,3,5.0,9.008097165991904,8.333335,R,-1.0,0,0,193.0,51.0,1.0
ALUNO-819,9.0,0,8.500020000000001,6.901971877828054,Não,M,7.5,Ágata,5.9375,4.333333333333333,0,2,5.0,9.291101055806935,7.416665,P,-1.0,0,0,523.0,149.0,11.0
ALUNO-820,14.0,4,7.08333,8.332223666666668,Sim,F,5,Ametista,8.749999999999998,9,1,3,10,8.3,8.944453333333334,R,0.0,1,1,388.0,25.0,10.0
ALUNO-820,15.0,5,8.8,8.073,Não,F,7.5,Ametista,8.6,8.2,1,3,10.0,6.1,8.7,R,0.0,1,0,388.0,25.0,10.0
ALUNO-820,16.0,5,7.08333,7.304722388888888,Não,F,5.625,Ametista,6.458333333333332,8.433333333333332,1,3,5.0,8.131944444444445,7.8750025,R,-1.0,0,0,388.0,25.0,10.0
ALUNO-822,8.0,0,9.5,8.758,Sim,F,7.5,Topázio,8.1,6.6,0,4,10.0,10.0,9.7,R,0.0,1,1,77.0,17.0,2.0
ALUNO-822,9.0,1,9.000020000000001,8.228772285714285,Não,F,5.625,Topázio,6.25,8.333333333333332,0,4,10.0,9.595238095238097,7.77778,R,0.0,1,0,77.0,17.0,2.0
ALUNO-823,10.0,1,9.000020000000001,8.450835333333334,Não,M,8.125,Ametista,7.916666666666668,9.5,1,3,5,9.4,8.333333333333334,R,-1.0,0,0,164.0,23.0,6.0
ALUNO-823,11.0,2,8.5,7.207,Não,M,7.5,Ametista,7.9,3.9,1,3,10.0,7.1,8.1,R,0.0,1,0,164.0,23.0,6.0
ALUNO-823,12.0,2,9.50002,7.912811530864198,Não,M,8.75,Ametista,6.458333333333334,7.166666666666667,1,3,5.0,9.320987654320987,8.222226666666668,R,-1.0,0,0,164.0,23.0,6.0
ALUNO-824,10.0,1,9.500020000000001,7.751390666666667,Não,M,6.25,Ametista,6.875,9.5,0,3,5,8,7.444443333333333,R,-1.0,0,0,737.0,134.0,15.0
ALUNO-824,11.0,1,9.0,7.760,Sim,M,7.5,Ametista,8.1,4.9,0,3,5.0,10.0,9.1,R,-1.0,0,1,737.0,134.0,15.0
ALUNO-824,12.0,2,8.000020000000001,5.914900545454545,Não,M,7.5,Quartzo,6.25,4.25,0,1,5.0,6.060606060606061,5.888886666666666,R,-1.0,0,0,737.0,134.0,15.0
ALUNO-825,13.0,3,7.5,5.730206833333334,Não,M,3.75,Quartzo,6.71875,4.666666666666667,1,1,10,4.5,5.4999925,B,0.0,1,0,759.0,109.0,9.0
ALUNO-825,14.0,3,7.9,4.286,Não,M,6.3,Quartzo,6.3,1.2,1,1,5.0,2.8,4.8,B,-1.0,0,0,759.0,109.0,9.0
ALUNO-825,15.0,3,7.91667,5.705118585573055,Não,M,4.375,Quartzo,7.8125,5.477777777777778,1,1,5.0,5.579065150087494,4.916665,B,-2.0,0,0,759.0,109.0,9.0
